U365881	0.9978387
U326244	0.40624523
U325637	0.9998958
U321867	0.9988858
U301959	0.07589775
U284045	0.99977225
U249184	0.87606746
U208272	0.058560878
U192224	0.9996567
U126035	0.99700683
U120613	0.9970203
U112304	0.83038175
U108109	0.95461404
U98295	0.9998155
U90460	0.99962723
U4343	4.9482214e-06
U4126	5.6831345e-06
U3996	1.8674659e-07
U3941	1.3288458e-06
U3937	2.1306432e-05
U3683	8.94095e-06
U3642	6.1071776e-05
U3574	2.0474079e-05
U3477	2.0454132e-05
U3328	0.0023635027
U3252	7.2584254e-07
U3201	6.011413e-07
U3031	8.033226e-06
U3005	1.5513021e-06
U2968	9.8099496e-05
U2917	2.6367884e-06
U2725	2.5195151e-05
U2694	2.5363881e-05
U2617	6.187158e-05
U2600	0.06626048
U2464	1.5644802e-05
U2431	0.00036204085
U2405	0.0011655987
U2372	9.151729e-05
U2337	0.6906815
U2220	5.399452e-06
U2149	9.6850905e-05
U2105	0.00017378888
U2013	0.12926663
U1962	4.2018237e-06
U1866	0.00028774815
U1784	0.013467781
U1626	0.00015871081
U1602	2.6783778e-06
U1359	0.00017172933
U1226	4.7485405e-06
U1085	0.00010163032
U934	5.7726687e-05
U649	4.4891975e-05
U606	2.0190785e-06
U597	0.000190533
U592	0.3563929
U489	9.779921e-05
U460	6.1342784e-05
U445	4.415234e-06
U406	2.8682021e-05
U400	6.2153786e-06
U354	4.5834488e-05
U265	7.2258536e-07
U171	0.00015021679
U151	7.581918e-06
U120	5.8582027e-06
U403066	0.87965316
U379413	0.9982021
U368120	0.99506676
U368001	0.99990726
U333589	0.99497896
U273489	0.9987017
U247453	0.99938273
U244133	0.8967226
U171227	0.960657
U103773	0.9640241
U4786	7.1533796e-06
U4542	5.6912148e-05
U4429	0.0013283436
U3749	1.240053e-06
U3743	6.2186214e-06
U3584	2.091741e-06
U3514	4.7389673e-05
U3490	4.465903e-06
U3448	6.82218e-06
U3310	1.2798674e-05
U3092	7.909919e-07
U3061	2.2652443e-06
